Shipment_ID,Route_Type,Distance_km,Delivery_Time_min,On_Time,Delay_Minutes,Vehicle_Type,Day_of_Week,Region,Fuel_Cost
2179,Highway,1263.69,127.74,0,243.07,Truck,Fri,West,1107.28
2180,Rural,877.22,793.41,1,199.2,Truck,Sat,East,799.49
2181,Urban,97.03,489.98,1,203.82,Van,Thu,East,4281.75
2182,Highway,984.85,1070.56,1,78.73,Bike,Thu,West,2250.5
2183,Highway,17.36,1093.58,0,3.33,Bike,Wed,South,3920.12
2184,Rural,1171.04,518.2,1,135.19,Van,Thu,South,4799.88
2185,Highway,1001.62,1013.61,1,113.14,Van,Mon,North,2744.42
2186,Rural,466.63,410.25,1,284.17,Truck,Mon,West,1538.36
2187,Rural,442.2,1098.95,1,21.61,Truck,Tue,West,3981.44
2188,Rural,1198.42,53.63,0,232.93,Van,Fri,East,4658.17
2189,Rural,1176.09,252.86,1,115.62,Van,Tue,East,1263.49
2190,Urban,531.69,390.16,1,248.89,Truck,Fri,South,3457.31
2191,Rural,451.93,1166.22,1,148.47,Truck,Tue,South,3913.89
2192,Highway,841.94,127.57,1,246.15,Bike,Fri,North,181.48
2193,Urban,17.51,306.44,0,140.05,Van,Fri,West,2981.73
2194,Highway,128.59,557.18,1,120.56,Truck,Tue,East,3184.17
2195,Urban,193.62,43.49,0,289.11,Bike,Wed,North,3200.88
2196,Rural,282.19,1150.32,1,110.66,Truck,Mon,North,466.33
2197,Urban,770.47,853.35,1,241.59,Van,Thu,South,157.36
2198,Urban,1488.4,1354.0,1,20.11,Bike,Sun,West,1503.78
2199,Highway,980.66,75.62,0,18.79,Truck,Sun,West,1821.27
2200,Highway,96.64,428.94,1,131.43,Van,Mon,East,765.89
2201,Rural,790.74,1104.94,1,175.67,Van,Thu,West,2572.45
2202,Urban,747.48,1022.47,1,182.56,Van,Fri,North,1176.35
2203,Urban,220.53,387.29,1,10.92,Van,Sat,West,1720.78
2204,Urban,1380.81,905.66,1,209.02,Bike,Tue,West,1499.48
2205,Rural,663.94,1196.82,0,38.98,Truck,Sun,East,3871.56
2206,Rural,1491.87,79.07,1,286.6,Truck,Tue,South,4391.52
2207,Rural,633.01,1084.91,1,100.06,Van,Thu,North,1527.44
2208,Rural,913.9,400.58,0,78.43,Truck,Tue,East,1914.41
2209,Rural,161.62,1423.34,1,87.38,Van,Tue,East,4085.6
2210,Highway,684.07,821.18,1,281.21,Truck,Tue,West,3807.54
2211,Urban,361.96,79.08,0,144.85,Truck,Mon,East,3558.53
2212,Urban,1254.17,623.04,1,130.4,Truck,Tue,South,3553.89
2213,Urban,1176.96,1450.48,1,169.77,Bike,Wed,North,1521.04
2214,Urban,1237.15,1103.65,1,279.23,Van,Thu,North,4685.82
2215,Urban,1086.8,471.7,1,92.5,Bike,Mon,East,4055.51
2216,Urban,1249.86,875.64,1,54.25,Truck,Mon,North,1099.06
2217,Urban,305.24,910.68,1,178.65,Bike,Sun,South,3327.65
2218,Urban,680.81,64.32,1,147.5,Bike,Fri,East,816.72
2219,Highway,1039.31,292.89,1,18.59,Bike,Fri,East,2909.29
2220,Urban,957.9,841.11,1,156.58,Truck,Sun,South,1481.03
2221,Highway,1075.95,622.05,1,168.73,Bike,Tue,East,570.97
2222,Rural,340.27,309.36,1,208.25,Truck,Mon,North,3035.72
2223,Urban,152.16,1165.82,1,298.66,Van,Sat,North,4427.27
2224,Rural,1375.63,748.82,1,126.47,Truck,Sun,South,746.52
2225,Rural,842.46,485.66,1,153.06,Truck,Mon,West,4500.37
2226,Rural,234.97,267.67,1,22.5,Truck,Tue,West,682.68
2227,Highway,1191.19,928.41,0,249.48,Van,Sun,West,3722.29
2228,Rural,1372.82,1009.4,1,29.45,Van,Thu,South,4948.51
2229,Rural,258.5,1014.31,1,280.15,Truck,Mon,West,513.72
2230,Rural,1227.03,353.82,1,104.55,Truck,Fri,North,1102.72
2231,Urban,1400.17,905.15,1,101.27,Van,Tue,East,2344.6
2232,Urban,1407.85,1360.95,1,98.58,Van,Mon,West,3701.11
2233,Highway,1371.66,549.19,1,285.15,Truck,Sat,South,4494.64
2234,Highway,821.9,339.83,1,294.03,Van,Sat,North,3659.09
2235,Urban,537.54,1165.06,0,291.97,Truck,Fri,West,3867.54
2236,Highway,15.87,290.02,1,211.44,Truck,Wed,West,2288.07
2237,Urban,96.06,403.01,0,33.32,Truck,Mon,North,1811.29
2238,Rural,646.11,177.95,1,115.91,Van,Sun,South,2563.43
2239,Rural,601.99,423.78,0,86.79,Van,Sat,East,3265.15
2240,Highway,281.15,633.19,1,212.52,Van,Tue,North,2536.59
2241,Urban,596.24,124.31,1,147.8,Truck,Fri,East,3962.13
2242,Urban,266.1,1311.41,1,184.95,Truck,Mon,West,827.52
2243,Highway,1273.94,785.1,1,2.62,Bike,Fri,North,2011.13
2244,Urban,450.8,894.51,1,234.86,Truck,Tue,West,379.22
2245,Rural,899.85,575.79,1,285.62,Truck,Mon,West,3373.62
2246,Highway,756.75,1014.66,0,200.81,Bike,Sun,West,3797.31
2247,Highway,82.56,664.72,1,255.58,Truck,Sun,West,3353.56
2248,Urban,1413.64,1149.13,1,143.48,Truck,Sat,West,4778.02
2249,Highway,793.2,1237.46,1,6.06,Van,Tue,South,4664.11
2250,Urban,490.96,1017.62,1,297.14,Bike,Thu,West,1388.56
2251,Urban,241.4,752.26,1,17.65,Van,Mon,North,1253.71
2252,Urban,511.1,1179.94,1,57.83,Bike,Mon,East,175.35
2253,Urban,35.66,756.6,1,15.73,Truck,Sun,North,2537.71
2254,Urban,548.52,193.92,1,187.49,Bike,Sun,North,4312.54
2255,Highway,799.57,201.02,1,174.97,Van,Sat,South,829.66
2256,Rural,1308.44,1424.42,0,62.9,Truck,Fri,West,2987.23
2257,Rural,1032.62,343.94,0,287.0,Van,Mon,East,3615.81
2258,Highway,171.82,1229.41,0,274.05,Bike,Thu,East,1870.05
2259,Highway,225.88,392.66,1,83.94,Bike,Fri,West,3529.58
2260,Rural,645.04,663.25,1,197.66,Bike,Fri,East,4194.72
2261,Rural,297.58,992.77,1,256.57,Van,Wed,South,102.02
2262,Rural,46.64,263.53,1,107.94,Truck,Mon,West,3689.38
2263,Rural,1208.5,1113.75,1,76.07,Truck,Wed,East,3019.2
2264,Rural,34.19,1044.17,0,76.86,Van,Sat,North,4231.94
2265,Urban,1246.88,828.33,1,246.14,Van,Thu,East,736.1
2266,Highway,220.44,861.86,1,138.92,Van,Mon,North,4045.15
2267,Urban,1462.14,185.48,1,214.6,Truck,Wed,West,748.84
2268,Rural,907.79,670.85,0,195.09,Bike,Wed,North,2945.17
2269,Rural,1103.8,157.26,0,91.87,Van,Sun,North,1390.88
2270,Rural,170.17,482.56,1,62.42,Van,Fri,South,1238.04
2271,Urban,1293.85,1353.46,1,37.74,Bike,Wed,South,2518.76
2272,Urban,1259.59,874.56,1,7.17,Truck,Wed,West,3798.78
2273,Rural,981.22,1121.77,0,24.38,Van,Sat,South,3243.85
2274,Urban,755.9,873.61,1,76.87,Van,Mon,West,4943.38
2275,Urban,1083.63,315.53,1,214.08,Van,Sun,South,639.35
2276,Rural,13.86,904.37,1,46.48,Bike,Sun,North,3622.71
2277,Urban,890.7,1140.42,1,157.02,Bike,Mon,West,324.58
2278,Highway,1271.87,233.46,1,73.54,Bike,Fri,North,1819.39
2279,Highway,538.57,1230.85,1,153.54,Bike,Sun,East,1750.33
2280,Highway,166.89,846.43,1,225.0,Truck,Mon,West,1318.26
2281,Highway,634.21,36.28,0,79.79,Bike,Thu,West,2685.39
2282,Rural,1092.02,794.07,1,104.37,Van,Fri,West,1255.99
2283,Rural,165.42,611.64,1,216.9,Van,Thu,South,1869.48
2284,Rural,313.04,465.78,1,163.9,Van,Mon,East,4304.5
2285,Highway,225.59,1163.75,1,28.37,Van,Mon,South,1652.4
2286,Highway,1196.44,1352.26,0,227.45,Truck,Fri,South,4930.5
2287,Urban,99.02,1151.1,0,83.23,Truck,Sun,East,1416.42
2288,Urban,1031.45,1274.76,1,115.52,Truck,Wed,West,4519.87
2289,Highway,552.85,1365.91,0,73.55,Truck,Tue,South,2184.81
2290,Highway,1134.91,1371.57,1,163.01,Truck,Tue,East,4542.27
2291,Highway,1446.75,198.52,1,212.33,Truck,Mon,North,2162.62
2292,Highway,176.25,700.89,1,240.96,Bike,Thu,West,3863.28
2293,Urban,475.01,30.42,0,276.64,Truck,Fri,North,2029.99
2294,Highway,1216.14,774.5,0,107.76,Truck,Wed,West,3123.47
2295,Urban,402.91,1388.64,1,279.78,Van,Sat,West,304.87
2296,Highway,326.61,322.68,1,185.09,Van,Mon,East,3015.05
2297,Highway,1238.94,970.49,1,116.88,Truck,Thu,East,1613.95
2298,Highway,1480.69,977.24,1,266.19,Bike,Mon,North,4981.62
2299,Urban,837.54,265.72,1,173.89,Bike,Sat,North,4062.58
2300,Urban,420.68,380.64,0,136.29,Bike,Tue,South,443.89
2301,Rural,600.86,709.17,1,3.45,Bike,Mon,South,1031.43
2302,Highway,259.34,306.67,1,215.25,Truck,Thu,West,3099.57
2303,Rural,1144.02,889.94,1,23.2,Bike,Tue,North,1537.12
2304,Rural,1161.34,742.28,1,86.82,Truck,Sat,South,1103.87
2305,Urban,1313.31,793.22,1,288.51,Truck,Sat,East,1810.69
2306,Urban,44.77,227.67,1,46.56,Truck,Sun,East,575.72
2307,Rural,845.16,790.36,1,93.54,Truck,Mon,North,2794.64
2308,Highway,325.31,102.73,1,279.7,Truck,Tue,East,1450.89
2309,Urban,514.62,1325.86,1,101.31,Van,Sat,South,4341.7
2310,Highway,1178.51,534.58,0,98.6,Truck,Fri,South,212.13
2311,Highway,292.09,1288.82,0,194.39,Truck,Sun,North,1787.16
2312,Rural,959.32,1061.43,1,39.41,Truck,Thu,South,2770.52
2313,Rural,983.58,1156.27,1,291.83,Van,Thu,North,1214.06
2314,Rural,1431.37,492.38,1,82.51,Van,Fri,South,333.89
2315,Rural,1163.87,364.78,1,235.71,Truck,Sat,South,408.66
2316,Urban,1206.43,627.91,1,86.28,Bike,Sat,South,838.65
2317,Urban,799.74,65.61,1,82.61,Truck,Thu,North,1395.86
2318,Rural,284.24,1380.57,1,17.25,Bike,Thu,North,3543.39
2319,Urban,641.22,598.91,1,35.8,Bike,Mon,South,2399.49
2320,Rural,826.49,1483.18,1,156.59,Truck,Wed,South,212.98
2321,Highway,1019.24,1149.33,1,173.05,Bike,Mon,South,817.41
2322,Highway,913.53,148.36,1,244.75,Van,Fri,East,1871.23
2323,Highway,594.0,1000.48,1,18.06,Truck,Fri,West,2127.88
2324,Rural,401.64,428.13,0,106.85,Van,Wed,West,362.57
2325,Highway,256.51,388.27,1,60.05,Van,Mon,East,649.24
2326,Urban,1042.3,407.15,0,107.36,Truck,Mon,West,1347.85
2327,Highway,969.87,1376.63,0,106.29,Truck,Mon,West,4191.44
2328,Highway,1032.62,764.97,1,106.28,Truck,Tue,West,1085.54
2329,Highway,561.93,1014.12,0,92.89,Van,Sun,South,1172.63
2330,Urban,397.3,442.99,1,229.19,Truck,Sat,East,2497.9
2331,Rural,1140.78,798.74,1,206.91,Van,Tue,South,4462.77
2332,Urban,1161.6,544.65,1,102.44,Bike,Mon,West,2664.53
2333,Rural,686.15,502.07,1,43.95,Truck,Tue,East,442.82
2334,Rural,919.8,393.04,1,155.48,Van,Mon,East,972.87
2335,Highway,563.41,631.24,1,275.65,Truck,Fri,South,4286.21
2336,Rural,1054.41,1000.24,1,37.07,Van,Mon,North,4389.95
2337,Urban,1254.4,356.4,1,225.91,Van,Tue,East,3987.49
2338,Urban,1033.91,1449.2,1,179.81,Bike,Wed,North,2732.08
2339,Rural,771.31,213.18,0,176.58,Truck,Fri,West,2223.8
2340,Highway,690.69,735.9,1,280.4,Van,Thu,East,1377.7
2341,Highway,965.27,154.99,0,286.78,Truck,Wed,North,2761.58
2342,Urban,1021.32,63.32,1,73.15,Van,Wed,North,3429.96
2343,Highway,840.3,1386.34,1,242.54,Bike,Sat,South,3016.31
2344,Rural,939.29,1221.27,1,186.24,Van,Thu,North,1166.51
2345,Rural,149.4,1050.41,1,122.65,Van,Fri,West,4520.37
2346,Urban,1427.89,1301.83,0,199.69,Truck,Sat,West,1982.65
2347,Rural,1187.21,1210.19,1,286.79,Bike,Sun,East,4430.22
2348,Urban,564.02,981.44,1,155.06,Van,Sun,South,2017.37
2349,Rural,846.4,1275.59,1,282.02,Truck,Sun,South,240.35
2350,Urban,75.75,604.48,0,192.87,Van,Thu,South,3702.87
2351,Highway,66.64,842.55,1,144.87,Truck,Fri,West,4604.69
2352,Rural,379.94,1171.18,1,193.25,Bike,Fri,North,1311.06
2353,Rural,1036.1,154.65,0,180.76,Bike,Sat,West,2735.29
2354,Urban,1278.96,1292.21,1,126.51,Truck,Sun,West,4047.71
2355,Urban,840.98,260.54,0,168.74,Bike,Fri,North,1639.37
2356,Rural,800.54,1300.88,1,210.97,Truck,Wed,West,1466.57
2357,Urban,606.45,487.66,1,251.66,Truck,Fri,East,2084.77
2358,Rural,246.59,510.37,0,91.3,Bike,Sat,East,2775.35
2359,Highway,181.94,138.7,1,4.39,Bike,Thu,East,2785.04
2360,Urban,1142.22,1332.27,1,165.37,Truck,Wed,East,2457.46
2361,Rural,1391.62,286.53,1,146.79,Truck,Fri,East,4110.68
2362,Highway,690.13,956.17,1,16.26,Bike,Tue,South,806.95
2363,Highway,990.87,976.63,1,189.75,Bike,Tue,West,471.55
2364,Rural,1372.11,443.29,1,282.42,Truck,Fri,North,884.38
2365,Urban,139.72,1478.92,1,120.67,Truck,Tue,South,3534.82
2366,Rural,1156.87,124.32,1,268.31,Truck,Mon,North,768.96
2367,Highway,927.14,923.57,1,243.93,Bike,Sun,West,1647.99
2368,Rural,899.96,734.93,0,48.51,Van,Sat,South,4404.42
2369,Urban,442.35,390.86,1,236.18,Truck,Wed,North,744.13
2370,Highway,1027.42,270.42,1,155.01,Van,Mon,East,2664.46
2371,Rural,1193.22,1113.51,0,275.59,Bike,Wed,South,2554.9
2372,Urban,173.72,1376.98,1,56.83,Van,Thu,East,218.53
2373,Highway,802.61,188.09,1,37.51,Van,Tue,South,621.3
2374,Urban,156.39,315.15,0,72.38,Truck,Tue,West,4754.44
2375,Highway,1309.5,1479.82,1,17.89,Van,Sat,South,4807.08
2376,Rural,763.92,52.08,1,96.02,Bike,Tue,West,4379.56
2377,Urban,1212.91,777.13,1,84.9,Truck,Fri,South,2187.71
2378,Highway,555.29,788.69,1,124.86,Van,Wed,West,2985.06
2379,Urban,191.99,416.85,1,138.89,Van,Fri,East,4129.55
2380,Urban,67.04,1004.65,1,43.42,Van,Tue,West,3396.92
2381,Rural,425.86,1419.06,1,185.81,Van,Sun,East,4480.91
2382,Urban,370.13,691.81,1,67.07,Truck,Thu,South,1612.92
2383,Highway,842.73,1131.65,1,36.58,Truck,Tue,South,3139.54
2384,Highway,37.5,979.72,1,212.64,Truck,Sun,South,2856.84
2385,Highway,783.25,725.22,1,6.82,Bike,Sun,South,4923.74
2386,Highway,590.7,103.22,1,110.51,Bike,Sat,East,4396.48
2387,Rural,867.8,1120.37,1,43.32,Truck,Fri,North,867.7
2388,Urban,1055.11,563.98,1,264.84,Truck,Tue,North,341.52
2389,Rural,952.97,360.01,1,247.34,Bike,Sun,West,2259.69
2390,Urban,1477.04,1423.95,1,18.16,Van,Mon,South,2750.3
2391,Urban,211.71,1167.05,1,165.14,Truck,Mon,South,3959.84
2392,Urban,647.46,1444.53,0,88.61,Truck,Fri,North,840.65
2393,Rural,640.12,406.64,1,57.76,Van,Mon,North,4603.64
2394,Urban,628.49,1258.62,1,93.46,Bike,Wed,South,2879.35
2395,Rural,997.38,923.35,0,244.77,Bike,Sun,South,4221.6
2396,Highway,737.29,1472.81,1,17.36,Truck,Sat,North,4190.56
2397,Highway,778.56,1421.09,0,194.47,Van,Wed,East,4761.73
2398,Urban,651.37,1460.26,1,274.01,Bike,Sat,South,3310.74
2399,Rural,1487.59,1429.1,1,134.42,Van,Sun,North,3929.93
2400,Highway,1391.7,41.26,0,270.45,Van,Sat,East,4111.61
2401,Rural,465.05,1119.4,0,272.04,Truck,Fri,North,2367.18
2402,Rural,171.83,429.74,1,182.88,Van,Mon,South,2189.79
2403,Urban,1260.45,1066.39,1,136.75,Van,Wed,West,4735.75
2404,Highway,1495.77,1471.5,1,221.3,Van,Mon,North,381.51
2405,Urban,442.45,87.86,1,274.87,Van,Tue,West,4767.07
2406,Urban,539.89,863.47,0,204.01,Van,Sat,West,2913.49
2407,Highway,1412.74,1110.38,1,62.88,Truck,Mon,South,1508.67
2408,Highway,1068.14,402.44,1,246.02,Bike,Mon,East,2808.15
2409,Rural,446.98,360.93,1,285.46,Bike,Fri,West,3207.07
2410,Highway,873.66,118.71,1,123.08,Van,Sun,East,598.39
2411,Rural,1416.62,168.06,1,209.28,Truck,Tue,South,3366.13
2412,Rural,1218.66,995.42,1,155.45,Truck,Sun,South,4517.77
2413,Rural,1114.04,772.66,1,33.6,Van,Wed,South,4857.91
2414,Highway,1106.81,74.21,1,104.95,Van,Sat,East,3018.95
2415,Urban,271.14,1455.4,0,49.15,Bike,Sat,North,1668.87
2416,Rural,1237.9,994.39,1,202.07,Bike,Sat,West,2839.19
2417,Urban,417.8,787.74,1,174.63,Bike,Wed,South,64.1
2418,Urban,1395.9,430.9,1,10.06,Van,Sat,West,4600.23
2419,Highway,550.14,997.41,1,18.48,Bike,Mon,East,3933.96
2420,Urban,1287.2,565.33,1,78.24,Truck,Thu,East,873.88
2421,Urban,403.02,1062.67,1,223.46,Truck,Thu,West,3066.37
2422,Highway,774.22,1033.38,1,38.05,Van,Sat,North,151.98
2423,Rural,164.79,166.33,1,61.43,Van,Wed,South,1119.41
2424,Urban,991.88,1366.61,1,272.29,Bike,Mon,North,891.56
2425,Highway,1254.94,745.85,1,163.84,Truck,Mon,West,822.94
2426,Urban,1079.08,607.63,1,186.25,Bike,Sun,South,2782.9
2427,Urban,787.27,1434.53,1,136.73,Truck,Sun,South,4823.91
2428,Rural,72.45,674.17,1,89.93,Bike,Tue,West,695.17
2429,Urban,1400.49,1090.19,1,74.74,Van,Fri,South,4370.44
2430,Highway,1059.71,993.05,1,176.77,Truck,Thu,North,457.17
2431,Urban,1120.07,272.76,1,141.29,Truck,Sat,East,460.07
2432,Rural,1193.05,1486.98,0,120.91,Truck,Mon,East,3158.98
2433,Rural,1122.88,711.5,0,208.32,Bike,Wed,West,2893.8
2434,Highway,664.47,610.33,1,121.25,Bike,Thu,East,1753.93
2435,Rural,1101.76,1381.83,1,11.02,Bike,Fri,East,2690.27
2436,Urban,939.42,807.98,1,251.9,Truck,Mon,West,3786.84
2437,Rural,1281.75,1066.46,1,95.52,Van,Thu,West,3877.81
2438,Highway,1204.68,1273.98,1,283.92,Bike,Mon,South,109.33
2439,Rural,66.85,376.18,1,263.87,Truck,Sat,West,436.51
2440,Rural,571.44,279.12,1,70.17,Bike,Fri,North,66.98
2441,Rural,56.9,130.71,1,289.64,Truck,Tue,West,127.43
2442,Highway,157.6,1348.79,1,256.07,Truck,Thu,South,4206.21
2443,Rural,904.11,324.54,1,295.5,Bike,Fri,South,463.59
2444,Rural,1311.36,482.4,1,203.38,Truck,Tue,West,3569.48
2445,Urban,184.14,450.14,1,279.22,Bike,Tue,North,4901.16
2446,Highway,679.38,477.74,1,207.03,Truck,Fri,South,4113.5
2447,Rural,1366.76,1012.05,1,256.53,Van,Wed,North,378.66
2448,Highway,1222.38,1432.55,1,183.13,Van,Sun,South,4474.7
2449,Rural,781.9,514.3,1,278.75,Van,Fri,East,4792.93
2450,Rural,1158.5,629.24,1,155.43,Van,Mon,South,3546.55
2451,Rural,786.43,1163.59,1,220.97,Bike,Wed,South,3100.74
2452,Urban,241.35,665.54,1,275.09,Truck,Tue,South,3028.89
2453,Urban,191.48,1391.28,1,126.72,Truck,Sun,South,4110.25
2454,Urban,286.61,769.73,1,7.92,Van,Sun,South,2789.59
2455,Highway,529.63,541.17,1,33.91,Van,Sun,West,1702.2
2456,Highway,1396.14,1458.21,1,291.57,Truck,Thu,West,4853.65
2457,Urban,1200.52,655.9,1,261.96,Truck,Tue,North,289.87
2458,Highway,652.04,369.83,0,145.03,Truck,Thu,East,3343.47
2459,Rural,742.15,291.22,1,288.27,Van,Sun,West,2948.85
2460,Rural,402.09,1492.92,0,55.68,Truck,Thu,East,3213.79
2461,Rural,1058.01,1136.89,1,33.29,Van,Fri,North,3228.92
2462,Urban,1205.13,630.73,0,180.43,Van,Fri,North,661.47
2463,Highway,362.16,1244.75,1,114.64,Van,Tue,South,710.88
2464,Urban,67.52,833.81,1,101.93,Truck,Fri,West,383.49
2465,Highway,937.71,496.56,1,220.25,Van,Tue,South,4694.99
2466,Rural,845.96,1122.78,1,45.0,Bike,Sun,South,3069.02
2467,Urban,606.19,1126.47,1,233.53,Truck,Sun,North,431.69
2468,Highway,967.62,765.25,1,107.83,Truck,Fri,South,2196.6
2469,Highway,828.17,96.38,1,296.02,Truck,Fri,North,1828.65
2470,Rural,379.62,143.22,1,242.62,Truck,Sun,West,783.61
2471,Urban,599.6,1189.46,1,193.87,Van,Thu,West,4118.99
2472,Urban,645.03,1240.51,1,68.83,Bike,Wed,South,3889.25
2473,Urban,1320.97,1027.09,1,286.93,Van,Fri,North,2347.17
2474,Rural,1441.55,1263.43,0,9.87,Bike,Sat,West,2636.22
2475,Urban,1340.04,1087.65,1,67.0,Truck,Sat,East,2210.33
2476,Rural,1080.17,1348.49,1,11.03,Van,Sat,West,2777.55
2477,Rural,879.56,251.09,1,289.95,Van,Fri,North,3676.19
2478,Rural,1035.45,599.98,1,261.43,Van,Tue,South,4386.05
2479,Highway,1408.97,712.24,1,285.63,Bike,Thu,North,2981.98
2480,Urban,378.75,467.57,0,214.51,Bike,Sat,South,672.7
2481,Urban,805.01,1096.29,0,8.23,Truck,Sun,West,3871.67
2482,Rural,1035.96,1371.29,1,279.45,Van,Thu,South,1892.78
2483,Rural,1020.47,636.35,1,126.29,Truck,Wed,South,3167.9
2484,Urban,382.16,1414.07,0,110.46,Bike,Wed,South,1033.02
2485,Rural,882.16,789.65,1,85.24,Truck,Wed,South,858.88
2486,Urban,1194.89,798.1,1,86.04,Van,Sun,East,310.74
2487,Highway,715.24,912.32,1,240.19,Van,Fri,East,1606.56
2488,Rural,1190.98,424.45,1,76.91,Bike,Tue,South,3005.86
2489,Urban,543.02,593.54,1,66.65,Bike,Sat,North,1627.94
2490,Rural,1408.45,843.26,1,209.41,Truck,Mon,North,1242.35
2491,Urban,803.22,1414.71,1,86.24,Van,Sat,West,4974.58
2492,Urban,895.94,974.76,1,3.94,Truck,Sat,East,4994.27
2493,Rural,51.89,519.68,1,279.53,Bike,Tue,West,3044.49
2494,Highway,259.55,45.39,1,94.07,Bike,Sun,West,1651.78
2495,Urban,951.24,1473.05,1,229.31,Truck,Thu,East,4315.06
2496,Urban,632.71,754.69,1,140.7,Van,Wed,South,3697.11
2497,Urban,764.7,1409.59,1,40.22,Bike,Mon,North,3098.89
2498,Highway,99.14,837.54,1,198.58,Truck,Thu,West,4545.86
2499,Highway,1252.03,920.03,1,69.47,Van,Wed,North,2254.3
2500,Rural,1177.84,1076.51,1,86.38,Truck,Sat,South,1314.51
2501,Highway,282.1,501.83,1,9.72,Bike,Mon,West,4836.87
2502,Rural,953.32,1057.51,1,4.92,Van,Tue,North,4308.21
2503,Rural,1228.38,804.38,0,154.09,Bike,Sat,East,4564.72
2504,Highway,963.08,1018.55,1,17.34,Bike,Thu,West,4595.12
2505,Rural,469.05,1258.67,1,62.83,Bike,Fri,South,1943.93
2506,Highway,985.89,300.82,1,277.14,Bike,Sat,West,4311.0
2507,Rural,319.64,931.92,1,24.86,Bike,Mon,West,4451.93
2508,Highway,480.79,106.6,0,87.24,Truck,Mon,North,2760.55
2509,Highway,363.9,180.11,1,217.96,Bike,Sat,North,3145.03
2510,Rural,837.6,1021.65,1,265.3,Bike,Sat,East,2908.61
2511,Urban,166.8,134.28,0,13.86,Bike,Tue,South,129.34
2512,Rural,1400.3,905.18,0,55.63,Van,Tue,East,2700.89
2513,Highway,503.6,353.42,1,116.37,Bike,Thu,North,237.29
2514,Urban,332.36,477.0,1,108.3,Van,Fri,South,2282.82
2515,Rural,747.34,220.57,1,86.56,Truck,Wed,East,276.15
2516,Rural,419.11,395.54,1,72.69,Bike,Sat,West,2304.02
2517,Rural,804.68,1237.3,1,80.6,Truck,Mon,East,1558.51
2518,Urban,526.02,969.15,1,40.03,Truck,Sun,South,3880.93
2519,Highway,202.44,1426.15,1,49.0,Bike,Mon,West,2421.55
2520,Rural,402.51,101.65,1,182.03,Truck,Thu,North,2584.87
2521,Rural,660.47,1194.85,1,87.66,Bike,Wed,West,4523.25
2522,Rural,50.29,1057.64,1,119.91,Truck,Sun,South,2437.38
2523,Rural,1157.11,413.51,1,123.59,Van,Wed,West,824.04
2524,Rural,934.63,1101.88,1,32.92,Van,Sat,East,607.26
2525,Highway,904.03,1083.33,1,245.85,Van,Wed,East,1563.82
2526,Highway,821.34,705.24,1,286.91,Bike,Thu,West,1363.62
2527,Rural,887.52,1042.3,0,79.06,Truck,Sun,South,4101.55
2528,Urban,1402.3,683.53,1,88.32,Van,Mon,South,3806.47
2529,Highway,17.81,523.25,1,207.95,Bike,Tue,South,340.19
2530,Urban,76.46,715.74,1,24.18,Van,Mon,South,1044.95
2531,Highway,291.28,1345.84,1,272.2,Van,Tue,East,2271.69
2532,Rural,255.12,595.34,0,36.18,Bike,Tue,South,481.63
2533,Highway,275.89,623.42,1,219.62,Van,Thu,South,872.78
2534,Rural,1009.56,924.35,0,87.45,Bike,Sat,West,4546.8
2535,Highway,691.93,1136.91,1,96.98,Van,Wed,West,2728.92
2536,Rural,1487.71,1109.89,0,42.25,Bike,Sat,East,3993.4
2537,Rural,344.19,59.1,1,193.9,Van,Thu,East,1686.22
2538,Rural,469.69,1040.5,1,238.5,Truck,Sat,East,1905.21
2539,Rural,1476.44,692.31,1,285.07,Truck,Sat,South,4298.84
2540,Urban,1248.48,800.41,1,99.46,Bike,Tue,West,3303.05
2541,Rural,707.35,855.65,1,186.35,Bike,Mon,West,3407.99
2542,Urban,834.12,1105.63,1,124.5,Truck,Sun,South,3212.76
2543,Urban,1265.55,1252.06,1,167.35,Bike,Tue,North,2728.61
2544,Rural,724.07,980.0,1,48.88,Van,Sun,South,4956.09
2545,Urban,313.01,858.94,1,174.53,Van,Thu,North,4476.33
2546,Highway,1243.52,579.44,0,254.72,Van,Sun,South,3568.97
2547,Rural,808.97,232.68,0,259.1,Van,Sat,East,3406.88
2548,Urban,233.8,1439.11,1,145.02,Van,Sat,North,467.11
2549,Rural,760.85,708.91,0,70.72,Van,Sun,North,2451.66
2550,Rural,622.74,862.33,1,251.0,Van,Sun,East,2505.23
2551,Rural,1315.88,1134.08,1,299.83,Bike,Mon,North,307.1
2552,Urban,193.45,130.56,1,113.15,Truck,Wed,West,3790.23
2553,Highway,1313.44,1286.87,1,277.31,Van,Thu,South,59.73
2554,Highway,770.76,1201.63,1,295.04,Van,Sat,North,2154.78
2555,Urban,609.52,1168.41,1,118.68,Bike,Sun,East,4521.09
2556,Rural,247.14,62.31,0,214.89,Bike,Sat,South,1734.78
2557,Urban,1052.72,803.98,1,174.33,Truck,Fri,North,2934.1
2558,Urban,1390.58,109.77,1,216.66,Truck,Sat,South,1574.38
2559,Urban,566.19,839.78,1,46.25,Bike,Tue,North,935.96
2560,Rural,366.17,1086.12,1,110.02,Van,Wed,West,3663.59
2561,Urban,834.53,209.12,1,18.84,Van,Wed,East,1062.62
2562,Rural,1195.3,1051.48,1,183.96,Van,Sat,West,407.36
2563,Urban,10.63,690.81,0,278.01,Van,Mon,West,2203.89
